Brand	Name	Dim	Weight	Bat	Blue	CPU	Cam	Cores	Dis	GPU	Memory card	OS	Pos	RAM	SIM	SoC	Storage	USB	Wi-Fi	Average price
Desire	320	67.79 x 132 x 10.5 mm	145 g	2100 mAh, Li-Polymer	4.0	ARM Cortex-A7, 1300 MHz, Cores: 4	2560 x 1920 pixels, 1920 x 1080 pixels, 30 fps	No info	4.5 in, TFT, 480 x 854 pixels, 24 bit	ARM Mali-400 MP2, 500 MHz, Cores: 2	microSD, microSDHC	Android 4.4.2 KitKat	GPS, A-GPS	512 MB, 533 MHz	Micro-SIM	MediaTek MT6582	4 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	106.00
Nexus	9	228.25 x 153.68 x 7.95 mm	436 g	6700 mAh, Li-Polymer	4.1	Denver, 2300 MHz, Cores: 2	3280 x 2460 pixels, 1920 x 1080 pixels, 30 fps	No info	8.9 in, IPS, 2048 x 1536 pixels, 24 bit	Nvidia Kepler DX11, 950 MHz, Cores: 192	No info	Android 5.0.1 Lollipop	GPS, A-GPS, GLONASS, BeiDou	2 GB	Nano-SIM	Nvidia Tegra K1-64	16 GB, 32 GB	2.0, Micro USB	a, b, g, n, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	174.95
Desire	820	78.74 x 157.7 x 7.74 mm	155 g	2600 mAh, Li-Polymer	4.0	4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53, Cores: 8	4224 x 2368 pixels, 1920 x 1080 pixels, 30 fps	No info	5.5 in, LCD, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 405, 550 MHz	microSD, microSDHC, microSDXC	Android 4.4.2 KitKat	GPS, A-GPS, GLONASS	2 GB, 800 MHz	Nano-SIM	Qualcomm Snapdragon 615 MSM8939	16 GB	2.0, Micro USB	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	82.31
Desire	510	69.8 x 139.9 x 9.99 mm	158 g	2100 mAh, Li-Polymer	4.0	ARM Cortex-A53, 1400 MHz, Cores: 4	2592 x 1944 pixels, 1920 x 1080 pixels, 30 fps	No info	4.7 in, LCD, 480 x 854 pixels, 24 bit	Qualcomm Adreno 306, 400 MHz	microSD, microSDHC, microSDXC	Android 4.4.2 KitKat	GPS, A-GPS, GLONASS	1 GB, 533 MHz	Micro-SIM	Qualcomm Snapdragon 410 MSM8916	8 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	177.46
One	Remix	65 x 137.4 x 10.6 mm	137 g	2100 mAh, Li-Polymer	4.0	ARM Cortex-A7, 1200 MHz, Cores: 4	4128 x 3096 pixels, 1920 x 1080 pixels, 30 fps	No info	4.5 in, Super LCD 2, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 305, Cores: 1	microSD, microSDHC, microSDXC	Android 4.4.2 KitKat	GPS, A-GPS, GLONASS	1.5 GB	Nano-SIM	Qualcomm Snapdragon 400 MSM8926	16 GB	2.0, Micro USB	a, b, g, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	120.76
mini	2	65 x 137.4 x 10.6 mm	137 g	2110 mAh, Li-Polymer	4.0	ARM Cortex-A7, 1200 MHz, Cores: 4	4128 x 3096 pixels, 1920 x 1080 pixels, 30 fps	No info	4.5 in, Super LCD 2, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 305, Cores: 1	microSD, microSDHC, microSDXC	Android 4.4.2 KitKat	GPS, A-GPS, GLONASS	1 GB	Nano-SIM	Qualcomm Snapdragon 400 MSM8926	16 GB	2.0, Micro USB	a, b, g, n, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	127.87
816	Dual	78.7 x 156.6 x 7.9 mm	165 g	2600 mAh, Li-Polymer	4.0	ARM Cortex-A7, 1600 MHz, Cores: 4	4128 x 3096 pixels, 1920 x 1080 pixels, 30 fps	No info	5.5 in, Super LCD 2, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 305, Cores: 1	microSD, microSDHC, microSDXC	Android 4.4.2 KitKat	GPS, A-GPS, GLONASS	1.5 GB	Nano-SIM	Qualcomm Snapdragon 400 MSM8228	8 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	100.00
Desire	816	78.7 x 156.6 x 8 mm	165 g	2600 mAh, Li-Polymer	4.0	ARM Cortex-A7, 1600 MHz, Cores: 4	4224 x 3136 pixels, 1920 x 1080 pixels, 30 fps	No info	5.5 in, Super LCD 2, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 305, Cores: 1	microSD, microSDHC, microSDXC	Android 4.4.2 KitKat	GPS, A-GPS, GLONASS	1.5 GB	Nano-SIM	Qualcomm Snapdragon 400 MSM8928	8 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	127.46
One	(M8)	70.6 x 146.36 x 9.35 mm	160 g	2600 mAh, Li-Polymer	4.0	Krait 400, 2300 MHz, Cores: 4	2688 x 1520 pixels, 1920 x 1080 pixels, 30 fps	No info	5 in, Super LCD 3, 1080 x 1920 pixels, 24 bit	Qualcomm Adreno 330, 578 MHz, Cores: 4	microSD, microSDHC, microSDXC	Android 4.4.2 KitKat	GPS, A-GPS, GLONASS	2 GB, 933 MHz	Nano-SIM	Qualcomm Snapdragon 801 MSM8974AB v3	16 GB, 32 GB	2.0, Micro USB	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	79.29
HTC	First	65 x 126 x 8.9 mm	123 g	2000 mAh, Li-Polymer	4.0	Krait 200, 1400 MHz, Cores: 2	2592 x 1944 pixels, 1920 x 1080 pixels, 30 fps	No info	4.3 in, Super LCD, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 305, Cores: 1	No info	Android 4.1.x Jelly Bean	GPS, A-GPS, GLONASS	1 GB, 533 MHz	Micro-SIM	Qualcomm Snapdragon 400 MSM8930	16 GB	2.0, Micro USB	a, b, g, n, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	59.99
One	M7	68.2 x 137.4 x 9.3 mm	143 g	2300 mAh, Li-Polymer	4.0	Krait 300, 1700 MHz, Cores: 4	2688 x 1520 pixels, 1920 x 1080 pixels, 30 fps	No info	4.7 in, Super LCD 3, 1080 x 1920 pixels, 24 bit	Qualcomm Adreno 320, 400 MHz, Cores: 4	No info	Android 4.1.2 Jelly Bean	GPS, A-GPS, GLONASS	2 GB, 600 MHz	Micro-SIM	Qualcomm Snapdragon 600 APQ8064T	32 GB, 64 GB	2.0, Micro USB	a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot, Wi-Fi Direct	64.67
Phone	8X	66.2 x 132.4 x 10.1 mm	130 g	1800 mAh, Li-Polymer	3.1	Krait, 1500 MHz, Cores: 2	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	4.3 in, Super LCD 2, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 225	No info	Microsoft Windows Phone 8	GPS, A-GPS, GLONASS	1 GB, 500 MHz	Micro-SIM	Qualcomm Snapdragon S4 Plus MSM8960	16 GB	2.0, Micro USB	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot	124.28
4G	LTE	68.9 x 134.8 x 8.9 mm	134 g	2000 mAh, Li-Ion	4.0	Krait, 1500 MHz, Cores: 2	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	4.7 in, Super IPS LCD 2, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 225	microSD, microSDHC	Android 4.0.3 Ice Cream Sandwich	GPS, A-GPS	1 GB, 500 MHz	Mini-SIM	Qualcomm Snapdragon S4 Plus MSM8960	16 GB	2.0, Micro USB	a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	117.89
Titan	II	69 x 132 x 13 mm	147 g	1730 mAh, Li-Ion	2.1	Scorpion, 1500 MHz, Cores: 1	4640 x 3480 pixels, 1280 x 720 pixels, 30 fps	No info	4.7 in, Super LCD, 480 x 800 pixels, 24 bit	Qualcomm Adreno 205	No info	Microsoft Windows Phone 7.5 Mango	GPS, A-GPS	512 MB, 533 MHz	Mini-SIM	Qualcomm Snapdragon S2 MSM8255T	16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	89.99
HTC	Rezound	65.5 x 129 x 13.7 mm	170 g	1620 mAh, Li-Ion	3.0	Scorpion, 1500 MHz, Cores: 2	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	4.3 in, Super LCD, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 220	microSD, microSDHC	Android 2.3.4 Gingerbread	GPS, A-GPS, E911	1 GB, 333 MHz	Mini-SIM	Qualcomm Snapdragon S3 MSM8660	16 GB	2.0, Micro USB	a, b, g, n, Dual band, Wi-Fi Hotspot	74.95
HTC	Vivid	67.1 x 128.8 x 11.2 mm	176 g	1620 mAh, Li-Ion	3.0	Scorpion, 1200 MHz, Cores: 2	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	4.5 in, Super LCD, 540 x 960 pixels, 18 bit	Qualcomm Adreno 220	microSD, microSDHC	Android 2.3.4 Gingerbread	GPS, A-GPS	1 GB, 333 MHz	Mini-SIM	Qualcomm Snapdragon S3 APQ8060	16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	122.55
Incredible	2	64 x 120.7 x 12.2 mm	135 g	1450 mAh, Li-Ion	2.1	Scorpion, 1000 MHz, Cores: 1	3264 x 2448 pixels, 1280 x 720 pixels, 30 fps	No info	4 in, Super LCD, 480 x 800 pixels, 24 bit	Qualcomm Adreno 205	microSD, microSDHC	Android 2.2 Froyo	GPS, A-GPS, E911	768 MB, 500 MHz	Mini-SIM	Qualcomm Snapdragon S2 MSM8655	1.1 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	64.99
Inspire	4G	68.1 x 122.9 x 11.7 mm	164 g	1230 mAh, Li-Ion	2.1	Scorpion, 1000 MHz, Cores: 1	3264 x 2448 pixels, 1280 x 720 pixels, 30 fps	No info	4.3 in, S-LCD, 480 x 800 pixels, 24 bit	Qualcomm Adreno 205	microSD, microSDHC	Android 2.2 Froyo	GPS, A-GPS	768 MB	Mini-SIM	Qualcomm Snapdragon S2 MSM8255	4 GB	2.0, Micro USB	b, g, n	101.78
HTC	Surround	61.5 x 119.7 x 13 mm	165 g	1230 mAh, Li-Ion	2.1	Scorpion, 1000 MHz, Cores: 1	2592 x 1944 pixels, 1280 x 720 pixels, 24 fps	No info	3.8 in, LCD, 480 x 800 pixels, 24 bit	Qualcomm Adreno 200	No info	Microsoft Windows Phone 7.5 Mango	GPS, A-GPS	448 MB	Mini-SIM	Qualcomm Snapdragon S1 QSD8250	16 GB	2.0, Micro USB	b, g, n	111.99
7	Mozart	60.2 x 119 x 11.9 mm	130 g	1300 mAh, Li-Ion	No info	Scorpion, 1000 MHz, Cores: 1	3264 x 2448 pixels, 1280 x 720 pixels	No info	3.7 in, Super LCD, 480 x 800 pixels, 24 bit	Qualcomm Adreno 200	No info	Microsoft Windows Phone 7.5 Mango	GPS, A-GPS	576 MB	Mini-SIM	Qualcomm Snapdragon S1 QSD8250	8 GB	2.0, Micro USB	b, g, n	88.20
HTC	HD2	67 x 120.5 x 11 mm	157 g	1230 mAh, Li-Ion	2.1	Scorpion, 1000 MHz, Cores: 1	2592 x 1944 pixels, 640 x 480 pixels, 30 fps	No info	4.3 in, TFT, 480 x 800 pixels	Qualcomm Adreno 200	microSD, microSDHC	Microsoft Windows Mobile 6.5 Professional	GPS, A-GPS	448 MB	Mini-SIM	Qualcomm Snapdragon S1 QSD8250	512 MB	2.0, Micro USB	b, g, Wi-Fi Router	67.90
HTC	Tattoo	55.2 x 106 x 14 mm	113 g	1100 mAh, Li-Ion	2.0	ARM11, 528 MHz, Cores: 1	2048 x 1536 pixels	No info	2.8 in, TFT, 240 x 320 pixels	No info	microSD, microSDHC	Android 1.6 Donut	GPS, A-GPS	256 MB	Mini-SIM	Qualcomm Snapdragon S1 MSM7225	512 MB	2.0, Micro USB	b, g	799.00
Honor	V30	75.8 x 162.7 x 8.9 mm	213 g	4200 mAh, Li-Polymer	5.1	2x 2.86 GHz ARM Cortex-A76, 2x 2.09 GHz ARM Cortex-A76, 4x 1.86 GHz ARM Cortex-A55	7296 x 5472 pixels, 3840 x 2160 pixels, 30 fps	No info	6.57 in, IPS, 1080 x 2400 pixels, 24 bit	ARM Mali-G76 MP16, 600 MHz, Cores: 16	No info	Android 9.0 Pie	A-GPS, GPS (L1+L5), GLONASS (L1), BeiDou (B1), Galileo (E1+E5a), QZSS (L1 + L5)	6 GB, 8 GB, 2133 MHz	Nano-SIM	Huawei HiSilicon KIRIN 990	128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	687.49
Huawei	Y9s	77.2 x 163.1 x 8.8 mm	206 g	4000 mAh, Li-Polymer	4.2	4x 2.2 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps	No info	6.59 in, IPS, 1080 x 2340 pixels, 24 bit	ARM Mali-G51 MP4, Cores: 4	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	6 GB	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 710F	128 GB	2.0, USB Type-C	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	281.38
Enjoy	10s	73.2 x 157.5 x 7.75 mm	163 g	4000 mAh, Li-Polymer	5.0	4x 2.2 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	8000 x 6000 pixels, 1920 x 1080 pixels, 60 fps	No info	6.39 in, AMOLED, 1080 x 2400 pixels, 24 bit	ARM Mali-G51 MP4, Cores: 4	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	6 GB	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 710F	64 GB	2.0, USB Type-C	b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	317.19
Youth	Edition	73.2 x 157.2 x 7.7 mm	171 g	4000 mAh, Li-Polymer	5.0	4x 2.2 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps	No info	6.3 in, AMOLED, 1080 x 2400 pixels, 24 bit	ARM Mali-G51 MP4, Cores: 4	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	4 GB, 6 GB, 2133 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 710F	64 GB, 128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	321.08
nova	5z	73.9 x 156.1 x 8.3 mm	178 g	4000 mAh, Li-Polymer	5.0	2x 2.27 GHz ARM Cortex-A76, 6x 1.88 GHz ARM Cortex-A55, Cores: 8	8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps	No info	6.26 in, AMOLED, 1080 x 2340 pixels, 24 bit	ARM Mali-G52 MP6, 820 MHz, Cores: 6	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	6 GB	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 810	64 GB, 128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	295.76
Enjoy	10	76.13 x 159.81 x 8.13 mm	176 g	4000 mAh, Li-Polymer	5.0	4x 2.2 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	8000 x 6000 pixels, 1920 x 1080 pixels, 60 fps	No info	6.39 in, IPS, 720 x 1560 pixels, 24 bit	ARM Mali-G51 MP4, Cores: 4	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	4 GB, 6 GB	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 710F	64 GB, 128 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	285.14
Pro	5G	73.1 x 158.1 x 9.3 mm	198 g	4500 mAh, Li-Polymer	5.1	2x 2.86 GHz ARM Cortex-A76, 2x 2.09 GHz ARM Cortex-A76, 4x 1.86 GHz ARM Cortex-A55	7296 x 5472 pixels, 3840 x 2160 pixels, 60 fps	No info	6.53 in, Flex OLED, 1176 x 2400 pixels, 24 bit	ARM Mali-G76 MP16, 600 MHz, Cores: 16	Nano Memory Card	Android 10	A-GPS, GLONASS, BeiDou, GPS (L1 + L5), BDS, QZSS (L1 + L5), Galileo (E1 + E5a)	8 GB, 2133 MHz	Nano-SIM, Nano-SIM / NMSD	Huawei HiSilicon KIRIN 990	128 GB, 256 GB	3.1, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	1272.27
Mate	30	76.1 x 160.8 x 8.4 mm	196 g	4200 mAh, Li-Polymer	5.1	2x 2.86 GHz ARM Cortex-A76, 2x 2.09 GHz ARM Cortex-A76, 4x 1.86 GHz ARM Cortex-A55	7296 x 5472 pixels, 3840 x 2160 pixels, 60 fps	No info	6.62 in, Rigid OLED, 1080 x 2340 pixels, 24 bit	ARM Mali-G76 MP16, 600 MHz, Cores: 16	Nano Memory Card	Android 10	A-GPS, GLONASS, BeiDou, GPS (L1 + L5), BDS, QZSS (L1 + L5), Galileo (E1 + E5a)	6 GB, 8 GB, 2133 MHz	Nano-SIM, Nano-SIM / NMSD	Huawei HiSilicon KIRIN 990	128 GB	3.1, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	694.29
30	Pro	73.1 x 158.1 x 8.8 mm	198 g	4500 mAh, Li-Polymer	5.1	2x 2.86 GHz ARM Cortex-A76, 2x 2.09 GHz ARM Cortex-A76, 4x 1.86 GHz ARM Cortex-A55	7296 x 5472 pixels, 3840 x 2160 pixels, 60 fps	No info	6.53 in, Flex OLED, 1176 x 2400 pixels, 24 bit	ARM Mali-G76 MP16, 600 MHz, Cores: 16	Nano Memory Card	Android 10	A-GPS, GLONASS, BeiDou, GPS (L1 + L5), BDS, QZSS (L1 + L5), Galileo (E1 + E5a)	8 GB, 2133 MHz	Nano-SIM, Nano-SIM / NMSD	Huawei HiSilicon KIRIN 990	128 GB, 256 GB	3.1, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	1034.69
Play	3	76.13 x 159.81 x 8.13 mm	176 g	4000 mAh, Li-Polymer	5.0	4x 2.2 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	8000 x 6000 pixels, 1920 x 1080 pixels, 60 fps	No info	6.39 in, IPS, 720 x 1560 pixels, 24 bit	ARM Mali-G51 MP4, Cores: 4	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	4 GB, 6 GB	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 710F	64 GB, 128 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	230.32
Honor	20S	73.97 x 154.25 x 7.87 mm	172 g	3750 mAh, Li-Polymer	5.0	2x 2.27 GHz ARM Cortex-A76, 6x 1.88 GHz ARM Cortex-A55, Cores: 8	8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps	No info	6.26 in, IPS, 1080 x 2340 pixels, 24 bit	ARM Mali-G52 MP6, 820 MHz, Cores: 6	No info	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou, QZSS	6 GB, 8 GB, 1866 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 810	128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	361.79
10	Plus	77.3 x 163.5 x 8.8 mm	196 g	4000 mAh, Li-Polymer	4.2	4x 2.2 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps	No info	6.59 in, IPS, 1080 x 2340 pixels, 24 bit	ARM Mali-G51 MP4, Cores: 4	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS	4 GB	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 710F	128 GB	2.0, USB Type-C	b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	270.70
M6	Turbo	206.4 x 125.2 x 8.2 mm	340 g	6100 mAh, Li-Polymer	5.0	2x 2.6 GHz ARM Cortex-A76, 2x 1.92 GHz ARM Cortex-A76, 4x 1.8 GHz ARM Cortex-A55	4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps	No info	8.4 in, IPS, 2560 x 1600 pixels, 24 bit	ARM Mali-G76 MP10, 720 MHz, Cores: 10	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	6 GB, 2133 MHz	Nano-SIM / microSD	Huawei HiSilicon KIRIN 980	128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	522.40
9x	Pro	77.2 x 163.1 x 8.8 mm	206 g	4000 mAh, Li-Polymer	5.0	2x 2.27 GHz ARM Cortex-A76, 6x 1.88 GHz ARM Cortex-A55, Cores: 8	8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps	No info	6.59 in, IPS, 1080 x 2340 pixels, 24 bit	ARM Mali-G52 MP6, 820 MHz, Cores: 6	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	8 GB	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 810	128 GB, 256 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	399.11
9x	China	77.2 x 163.1 x 8.8 mm	206 g	4000 mAh, Li-Polymer	5.0	2x 2.27 GHz ARM Cortex-A76, 6x 1.88 GHz ARM Cortex-A55, Cores: 8	8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps	No info	6.59 in, IPS, 1080 x 2340 pixels, 24 bit	ARM Mali-G52 MP6, 820 MHz, Cores: 6	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	4 GB, 6 GB	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 810	64 GB, 128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	282.48
10.8	Wi-Fi	257 x 170 x 7.2 mm	498 g	7500 mAh, Li-Polymer	5.0	2x 2.6 GHz ARM Cortex-A76, 2x 1.92 GHz ARM Cortex-A76, 4x 1.8 GHz ARM Cortex-A55	4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps	No info	10.8 in, IPS, 2560 x 1600 pixels, 24 bit	ARM Mali-G76 MP10, 720 MHz, Cores: 10	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	4 GB, 2133 MHz	No info	Huawei HiSilicon KIRIN 980	64 GB, 128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	398.28
5	Pro	74.8 x 157.4 x 7.33 mm	171 g	3500 mAh, Li-Polymer	5.0	2x 2.6 GHz ARM Cortex-A76, 2x 1.92 GHz ARM Cortex-A76, 4x 1.8 GHz ARM Cortex-A55	8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps	No info	6.39 in, AMOLED, 1080 x 2340 pixels, 24 bit	ARM Mali-G76 MP10, 720 MHz, Cores: 10	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	8 GB, 2133 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 980	128 GB, 256 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	463.69
Maimang	8	73.4 x 155.2 x 7.95 mm	160 g	3400 mAh, Li-Polymer	4.2	4x 2.2 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	5632 x 4224 pixels, 1920 x 1080 pixels, 30 fps	No info	6.21 in, IPS, 1080 x 2340 pixels, 24 bit	ARM Mali-G51 MP4, 1000 MHz, Cores: 4	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	6 GB	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 710	128 GB	2.0, Micro USB	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	307.09
nova	5	74.8 x 157.4 x 7.33 mm	171 g	3500 mAh, Li-Polymer	5.0	2x 2.27 GHz ARM Cortex-A76, 6x 1.88 GHz ARM Cortex-A55, Cores: 8	8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps	No info	6.39 in, AMOLED, 1080 x 2340 pixels, 24 bit	ARM Mali-G52 MP6, 820 MHz, Cores: 6	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	6 GB, 8 GB	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 810	128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	406.09
nova	5i	75.9 x 159.1 x 8.3 mm	178 g	4000 mAh, Li-Polymer	4.2	4x 2.2 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	5632 x 4224 pixels, 1920 x 1080 pixels, 60 fps	No info	6.4 in, IPS, 1080 x 2310 pixels, 24 bit	ARM Mali-G51 MP4, 1000 MHz, Cores: 4	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	6 GB, 8 GB	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 710	128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	308.41
X	5G	85.4 x 174.6 x 8.15 mm	232 g	4200 mAh, Li-Polymer	5.0	2x 2.6 GHz ARM Cortex-A76, 2x 1.92 GHz ARM Cortex-A76, 4x 1.8 GHz ARM Cortex-A55	7296 x 5472 pixels, 3840 x 2160 pixels, 30 fps	No info	7.2 in, OLED, 1080 x 2244 pixels, 24 bit	ARM Mali-G76 MP10, 720 MHz, Cores: 10	Nano Memory Card	Android 9.0 Pie	A-GPS, GPS (L1+L5), GLONASS (L1), BeiDou (B1), Galileo (E1+E5a)	6 GB, 2133 MHz	Nano-SIM, Nano-SIM / NMSD	Huawei HiSilicon KIRIN 980	128 GB	3.1, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, ax	1077.37
